container_number,container_type,project,collection_date,plot_id,plot_treatment,seed_type,seed_treatment,maggot_location,nr_seeds_found,nr_seeds_with_at_least_one_scm_maggot,nr_seed_damaged_by_other,total_nr_scm_maggots,total_nr_scm_pupae,nr_wireworms,nr_seeds_with_at_least_one_phorid_maggot,total_nr_of_phorid_larvae,total_nr_of_phorid_pupae,notes
3497,deli cup,M,2023-05-02T00:00:00Z,34,Fertilizer,Corn,Water,Total,10,0,0,3,0,0,0,0,0,
3477,deli cup,M,2023-05-02T00:00:00Z,35,Control_Manure,Corn,JA,Corn,10,0,1,0,0,0,0,0,0,
3477,deli cup,M,2023-05-02T00:00:00Z,35,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,1,NA,0,0,
3477,deli cup,M,2023-05-02T00:00:00Z,35,Control_Manure,Corn,JA,Total,10,0,1,0,0,1,0,0,0,
3516,deli cup,M,2023-05-02T00:00:00Z,35,Control_Manure,Corn,Water,Corn,10,1,0,1,0,0,0,0,0,
3516,deli cup,M,2023-05-02T00:00:00Z,35,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3516,deli cup,M,2023-05-02T00:00:00Z,35,Control_Manure,Corn,Water,Total,10,1,0,1,0,0,0,0,0,
3512,deli cup,M,2023-05-02T00:00:00Z,35,Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3512,deli cup,M,2023-05-02T00:00:00Z,35,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3512,deli cup,M,2023-05-02T00:00:00Z,35,Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3532,deli cup,M,2023-05-02T00:00:00Z,35,Manure,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
3532,deli cup,M,2023-05-02T00:00:00Z,35,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3532,deli cup,M,2023-05-02T00:00:00Z,35,Manure,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
3478,deli cup,M,2023-05-02T00:00:00Z,36,Control_Fertilizer,Corn,JA,Corn,9,0,0,0,0,0,0,0,0,
3478,deli cup,M,2023-05-02T00:00:00Z,36,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3478,deli cup,M,2023-05-02T00:00:00Z,36,Control_Fertilizer,Corn,JA,Total,9,0,0,0,0,0,0,0,0,
3536,deli cup,M,2023-05-02T00:00:00Z,36,Control_Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3536,deli cup,M,2023-05-02T00:00:00Z,36,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,1,0,0,NA,0,0,
3536,deli cup,M,2023-05-02T00:00:00Z,36,Control_Fertilizer,Corn,Water,Total,10,0,0,1,0,0,0,0,0,
3495,deli cup,M,2023-05-02T00:00:00Z,36,Fertilizer,Corn,Water,Corn,10,0,0,0,0,1,0,0,0,
3495,deli cup,M,2023-05-02T00:00:00Z,36,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3495,deli cup,M,2023-05-02T00:00:00Z,36,Fertilizer,Corn,Water,Total,10,0,0,0,0,1,0,0,0,
3499,deli cup,M,2023-05-02T00:00:00Z,36,Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3499,deli cup,M,2023-05-02T00:00:00Z,36,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3499,deli cup,M,2023-05-02T00:00:00Z,36,Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3535,deli cup,M,2023-05-02T00:00:00Z,38,Control_Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3535,deli cup,M,2023-05-02T00:00:00Z,38,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3535,deli cup,M,2023-05-02T00:00:00Z,38,Control_Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3538,deli cup,M,2023-05-02T00:00:00Z,38,Control_Manure,Corn,Water,Corn,10,1,0,1,0,0,0,0,0,
3538,deli cup,M,2023-05-02T00:00:00Z,38,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,1,NA,0,0,
3538,deli cup,M,2023-05-02T00:00:00Z,38,Control_Manure,Corn,Water,Total,10,1,0,1,0,1,0,0,0,
3513,deli cup,M,2023-05-02T00:00:00Z,38,Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3513,deli cup,M,2023-05-02T00:00:00Z,38,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3513,deli cup,M,2023-05-02T00:00:00Z,38,Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3518,deli cup,M,2023-05-02T00:00:00Z,38,Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3518,deli cup,M,2023-05-02T00:00:00Z,38,Manure,Corn,Water,Loose,NA,NA,NA,1,0,0,NA,0,0,
3518,deli cup,M,2023-05-02T00:00:00Z,38,Manure,Corn,Water,Total,10,0,0,1,0,0,0,0,0,
3359,deli cup,M,2023-05-02T00:00:00Z,4,Control_Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3359,deli cup,M,2023-05-02T00:00:00Z,4,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3359,deli cup,M,2023-05-02T00:00:00Z,4,Control_Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3378,deli cup,M,2023-05-02T00:00:00Z,4,Control_Manure,Corn,Water,Bean,10,1,0,1,0,0,0,0,0,
3378,deli cup,M,2023-05-02T00:00:00Z,4,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3378,deli cup,M,2023-05-02T00:00:00Z,4,Control_Manure,Corn,Water,Total,10,1,0,1,0,0,0,0,0,
3380,deli cup,M,2023-05-02T00:00:00Z,4,Manure,Corn,JA,Corn,9,0,1,0,0,0,0,0,0,
3380,deli cup,M,2023-05-02T00:00:00Z,4,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3380,deli cup,M,2023-05-02T00:00:00Z,4,Manure,Corn,JA,Total,9,0,1,0,0,0,0,0,0,
3382,deli cup,M,2023-05-02T00:00:00Z,4,Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3382,deli cup,M,2023-05-02T00:00:00Z,4,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3382,deli cup,M,2023-05-02T00:00:00Z,4,Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3528,deli cup,M,2023-05-02T00:00:00Z,40,Control_Manure,Corn,Water,Corn,10,1,3,1,0,0,0,0,0,
3528,deli cup,M,2023-05-02T00:00:00Z,40,Control_Manure,Corn,Water,Loose,NA,NA,NA,3,0,0,NA,0,0,
3528,deli cup,M,2023-05-02T00:00:00Z,40,Control_Manure,Corn,Water,Total,10,1,3,4,0,0,0,0,0,
3537,deli cup,M,2023-05-02T00:00:00Z,40,Control_Manure,Corn,JA,Corn,10,1,0,2,0,0,0,0,0,
3537,deli cup,M,2023-05-02T00:00:00Z,40,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3537,deli cup,M,2023-05-02T00:00:00Z,40,Control_Manure,Corn,JA,Total,10,1,0,2,0,0,0,0,0,
3494,deli cup,M,2023-05-02T00:00:00Z,40,Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3494,deli cup,M,2023-05-02T00:00:00Z,40,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3494,deli cup,M,2023-05-02T00:00:00Z,40,Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3534,deli cup,M,2023-05-02T00:00:00Z,40,Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3534,deli cup,M,2023-05-02T00:00:00Z,40,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3534,deli cup,M,2023-05-02T00:00:00Z,40,Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3467,deli cup,M,2023-05-02T00:00:00Z,41,Control_Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3467,deli cup,M,2023-05-02T00:00:00Z,41,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3467,deli cup,M,2023-05-02T00:00:00Z,41,Control_Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3505,deli cup,M,2023-05-02T00:00:00Z,41,Control_Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3505,deli cup,M,2023-05-02T00:00:00Z,41,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3505,deli cup,M,2023-05-02T00:00:00Z,41,Control_Fertilizer,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3501,deli cup,M,2023-05-02T00:00:00Z,41,Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,NA,NA,NA,
3501,deli cup,M,2023-05-02T00:00:00Z,41,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,NA,NA,
3501,deli cup,M,2023-05-02T00:00:00Z,41,Fertilizer,Corn,Water,Total,10,NA,0,0,0,0,NA,NA,NA,
3506,deli cup,M,2023-05-02T00:00:00Z,41,Fertilizer,Corn,JA,Corn,10,1,0,1,0,1,0,0,0,
3506,deli cup,M,2023-05-02T00:00:00Z,41,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3506,deli cup,M,2023-05-02T00:00:00Z,41,Fertilizer,Corn,JA,Total,10,1,0,1,0,1,0,0,0,
3500,deli cup,M,2023-05-02T00:00:00Z,43,Control_Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3500,deli cup,M,2023-05-02T00:00:00Z,43,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3500,deli cup,M,2023-05-02T00:00:00Z,43,Control_Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3502,deli cup,M,2023-05-02T00:00:00Z,43,Control_Manure,Corn,JA,Corn,10,1,1,1,0,0,0,0,0,
3502,deli cup,M,2023-05-02T00:00:00Z,43,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3502,deli cup,M,2023-05-02T00:00:00Z,43,Control_Manure,Corn,JA,Total,10,1,1,1,0,0,0,0,0,
3450,deli cup,M,2023-05-02T00:00:00Z,43,Manure,Corn,JA,Corn,10,2,1,3,0,0,0,0,0,
3450,deli cup,M,2023-05-02T00:00:00Z,43,Manure,Corn,JA,Loose,NA,NA,NA,1,0,0,NA,0,0,
3450,deli cup,M,2023-05-02T00:00:00Z,43,Manure,Corn,JA,Total,10,2,1,4,0,0,0,0,0,
3462,deli cup,M,2023-05-02T00:00:00Z,43,Manure,Corn,Water,Corn,10,1,0,2,0,0,0,0,0,
3462,deli cup,M,2023-05-02T00:00:00Z,43,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3462,deli cup,M,2023-05-02T00:00:00Z,43,Manure,Corn,Water,Total,10,1,0,2,0,0,0,0,0,
3470,deli cup,M,2023-05-02T00:00:00Z,45,Control_Fertilizer,Corn,JA,Corn,10,0,1,0,0,0,0,0,0,
3470,deli cup,M,2023-05-02T00:00:00Z,45,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,1,0,0,NA,0,0,
3470,deli cup,M,2023-05-02T00:00:00Z,45,Control_Fertilizer,Corn,JA,Total,10,0,1,1,0,0,0,0,0,
3508,deli cup,M,2023-05-02T00:00:00Z,45,Control_Fertilizer,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
3508,deli cup,M,2023-05-02T00:00:00Z,45,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,4,0,0,NA,0,0,
3508,deli cup,M,2023-05-02T00:00:00Z,45,Control_Fertilizer,Corn,Water,Total,10,0,1,4,0,0,0,0,0,
3449,deli cup,M,2023-05-02T00:00:00Z,45,Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3449,deli cup,M,2023-05-02T00:00:00Z,45,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,3,NA,0,0,
3449,deli cup,M,2023-05-02T00:00:00Z,45,Fertilizer,Corn,JA,Total,10,0,0,0,0,3,0,0,0,
3463,deli cup,M,2023-05-02T00:00:00Z,45,Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3463,deli cup,M,2023-05-02T00:00:00Z,45,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,1,NA,0,0,
3463,deli cup,M,2023-05-02T00:00:00Z,45,Fertilizer,Corn,Water,Total,10,0,0,0,0,1,0,0,0,
3481,deli cup,M,2023-05-02T00:00:00Z,46,Control_Fertilizer,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
3481,deli cup,M,2023-05-02T00:00:00Z,46,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3481,deli cup,M,2023-05-02T00:00:00Z,46,Control_Fertilizer,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
3520,deli cup,M,2023-05-02T00:00:00Z,46,Control_Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3520,deli cup,M,2023-05-02T00:00:00Z,46,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3520,deli cup,M,2023-05-02T00:00:00Z,46,Control_Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3444,deli cup,M,2023-05-02T00:00:00Z,46,Fertilizer,Corn,Water,Corn,9,0,0,0,0,0,0,0,0,
3444,deli cup,M,2023-05-02T00:00:00Z,46,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3444,deli cup,M,2023-05-02T00:00:00Z,46,Fertilizer,Corn,Water,Total,9,0,0,0,0,0,0,0,0,
3507,deli cup,M,2023-05-02T00:00:00Z,46,Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3507,deli cup,M,2023-05-02T00:00:00Z,46,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3507,deli cup,M,2023-05-02T00:00:00Z,46,Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3472,deli cup,M,2023-05-02T00:00:00Z,47,Control_Manure,Corn,JA,Corn,10,0,0,0,0,2,0,0,0,One adult fly
3472,deli cup,M,2023-05-02T00:00:00Z,47,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3472,deli cup,M,2023-05-02T00:00:00Z,47,Control_Manure,Corn,JA,Total,10,0,0,0,0,2,0,0,0,
3503,deli cup,M,2023-05-02T00:00:00Z,47,Control_Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3503,deli cup,M,2023-05-02T00:00:00Z,47,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3503,deli cup,M,2023-05-02T00:00:00Z,47,Control_Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3445,deli cup,M,2023-05-02T00:00:00Z,47,Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3445,deli cup,M,2023-05-02T00:00:00Z,47,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3445,deli cup,M,2023-05-02T00:00:00Z,47,Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3488,deli cup,M,2023-05-02T00:00:00Z,47,Manure,Corn,Water,Corn,11,0,11,0,0,0,0,0,0,
3488,deli cup,M,2023-05-02T00:00:00Z,47,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3488,deli cup,M,2023-05-02T00:00:00Z,47,Manure,Corn,Water,Total,11,0,11,0,0,0,0,0,0,
3443,deli cup,M,2023-05-02T00:00:00Z,49,Control_Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3443,deli cup,M,2023-05-02T00:00:00Z,49,Control_Manure,Corn,JA,Loose,NA,NA,NA,2,0,0,NA,0,0,
3443,deli cup,M,2023-05-02T00:00:00Z,49,Control_Manure,Corn,JA,Total,10,0,0,2,0,0,0,0,0,
3480,deli cup,M,2023-05-02T00:00:00Z,49,Control_Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3480,deli cup,M,2023-05-02T00:00:00Z,49,Control_Manure,Corn,Water,Loose,NA,NA,NA,1,0,0,NA,0,0,
3480,deli cup,M,2023-05-02T00:00:00Z,49,Control_Manure,Corn,Water,Total,10,0,0,1,0,0,0,0,0,
3485,deli cup,M,2023-05-02T00:00:00Z,49,Manure,Corn,JA,Corn,9,0,1,0,0,0,0,0,0,
3485,deli cup,M,2023-05-02T00:00:00Z,49,Manure,Corn,JA,Loose,NA,NA,NA,5,0,0,NA,0,0,
3485,deli cup,M,2023-05-02T00:00:00Z,49,Manure,Corn,JA,Total,9,0,1,5,0,0,0,0,0,
3489,deli cup,M,2023-05-02T00:00:00Z,49,Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3489,deli cup,M,2023-05-02T00:00:00Z,49,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3489,deli cup,M,2023-05-02T00:00:00Z,49,Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3304,deli cup,M,2023-05-02T00:00:00Z,7,Control_Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3304,deli cup,M,2023-05-02T00:00:00Z,7,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,1,0,0,NA,0,0,
3304,deli cup,M,2023-05-02T00:00:00Z,7,Control_Fertilizer,Corn,JA,Total,10,0,0,1,0,0,0,0,0,
3345,deli cup,M,2023-05-02T00:00:00Z,7,Control_Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3345,deli cup,M,2023-05-02T00:00:00Z,7,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,0,0,0,
3345,deli cup,M,2023-05-02T00:00:00Z,7,Control_Fertilizer,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3305,deli cup,M,2023-05-02T00:00:00Z,7,Fertilizer,Corn,JA,Bean,0,0,0,0,0,0,0,0,0,Beans eaten before dissection.
3305,deli cup,M,2023-05-02T00:00:00Z,7,Fertilizer,Corn,JA,Loose,NA,NA,NA,73,0,0,NA,0,0,
3305,deli cup,M,2023-05-02T00:00:00Z,7,Fertilizer,Corn,JA,Total,0,0,0,73,0,0,0,0,0,
3346,deli cup,M,2023-05-02T00:00:00Z,7,Fertilizer,Corn,Water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"by accident this trap was never set up, therefor deli cup empty."
3303,deli cup,M,2023-05-02T00:00:00Z,9,Control_Fertilizer,Corn,JA,Corn,10,1,1,1,0,0,0,0,0,
3303,deli cup,M,2023-05-02T00:00:00Z,9,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3303,deli cup,M,2023-05-02T00:00:00Z,9,Control_Fertilizer,Corn,JA,Total,10,1,1,1,0,0,0,0,0,
3355,deli cup,M,2023-05-02T00:00:00Z,9,Control_Fertilizer,Corn,Water,Corn,9,0,1,0,0,0,0,0,0,
3355,deli cup,M,2023-05-02T00:00:00Z,9,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3355,deli cup,M,2023-05-02T00:00:00Z,9,Control_Fertilizer,Corn,Water,Total,9,0,1,0,0,0,0,0,0,
3298,deli cup,M,2023-05-02T00:00:00Z,9,Fertilizer,Corn,Water,Corn,10,0,2,0,0,0,0,0,0,
3298,deli cup,M,2023-05-02T00:00:00Z,9,Fertilizer,Corn,Water,Loose,NA,NA,NA,2,0,0,NA,0,0,
3298,deli cup,M,2023-05-02T00:00:00Z,9,Fertilizer,Corn,Water,Total,10,0,2,2,0,0,0,0,0,
3370,deli cup,M,2023-05-02T00:00:00Z,9,Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3370,deli cup,M,2023-05-02T00:00:00Z,9,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3370,deli cup,M,2023-05-02T00:00:00Z,9,Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3819,deli cup,M,2023-05-16T00:00:00Z,1,Control_Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3819,deli cup,M,2023-05-16T00:00:00Z,1,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3819,deli cup,M,2023-05-16T00:00:00Z,1,Control_Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3864,deli cup,M,2023-05-16T00:00:00Z,1,Control_Fertilizer,Corn,Water,Corn,9,0,0,0,0,0,0,0,0,
3864,deli cup,M,2023-05-16T00:00:00Z,1,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3864,deli cup,M,2023-05-16T00:00:00Z,1,Control_Fertilizer,Corn,Water,Total,9,0,0,0,0,0,0,0,0,
3855,deli cup,M,2023-05-16T00:00:00Z,1,Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3855,deli cup,M,2023-05-16T00:00:00Z,1,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3855,deli cup,M,2023-05-16T00:00:00Z,1,Fertilizer,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3861,deli cup,M,2023-05-16T00:00:00Z,1,Fertilizer,Corn,JA,Corn,11,0,0,0,0,0,0,0,0,
3861,deli cup,M,2023-05-16T00:00:00Z,1,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3861,deli cup,M,2023-05-16T00:00:00Z,1,Fertilizer,Corn,JA,Total,11,0,0,0,0,0,0,0,0,
3805,deli cup,M,2023-05-16T00:00:00Z,10,Control_Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3805,deli cup,M,2023-05-16T00:00:00Z,10,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3805,deli cup,M,2023-05-16T00:00:00Z,10,Control_Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3842,deli cup,M,2023-05-16T00:00:00Z,10,Control_Manure,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
3842,deli cup,M,2023-05-16T00:00:00Z,10,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3842,deli cup,M,2023-05-16T00:00:00Z,10,Control_Manure,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
3769,deli cup,M,2023-05-16T00:00:00Z,10,Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3769,deli cup,M,2023-05-16T00:00:00Z,10,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3769,deli cup,M,2023-05-16T00:00:00Z,10,Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3846,deli cup,M,2023-05-16T00:00:00Z,10,Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3846,deli cup,M,2023-05-16T00:00:00Z,10,Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3846,deli cup,M,2023-05-16T00:00:00Z,10,Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3768,deli cup,M,2023-05-16T00:00:00Z,11,Control_Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3768,deli cup,M,2023-05-16T00:00:00Z,11,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3768,deli cup,M,2023-05-16T00:00:00Z,11,Control_Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3809,deli cup,M,2023-05-16T00:00:00Z,11,Control_Fertilizer,Corn,Water,Corn,10,0,1,0,0,0,0,0,0,
3809,deli cup,M,2023-05-16T00:00:00Z,11,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3809,deli cup,M,2023-05-16T00:00:00Z,11,Control_Fertilizer,Corn,Water,Total,10,0,1,0,0,0,0,0,0,
3766,deli cup,M,2023-05-16T00:00:00Z,11,Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3766,deli cup,M,2023-05-16T00:00:00Z,11,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3766,deli cup,M,2023-05-16T00:00:00Z,11,Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3792,deli cup,M,2023-05-16T00:00:00Z,11,Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3792,deli cup,M,2023-05-16T00:00:00Z,11,Fertilizer,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3792,deli cup,M,2023-05-16T00:00:00Z,11,Fertilizer,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3757,deli cup,M,2023-05-16T00:00:00Z,12,Control_Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3757,deli cup,M,2023-05-16T00:00:00Z,12,Control_Manure,Corn,JA,Loose,NA,NA,NA,0,1,0,NA,0,0,
3757,deli cup,M,2023-05-16T00:00:00Z,12,Control_Manure,Corn,JA,Total,10,0,0,0,1,0,0,0,0,
3763,deli cup,M,2023-05-16T00:00:00Z,12,Control_Manure,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3763,deli cup,M,2023-05-16T00:00:00Z,12,Control_Manure,Corn,Water,Loose,NA,NA,NA,0,0,0,NA,0,0,
3763,deli cup,M,2023-05-16T00:00:00Z,12,Control_Manure,Corn,Water,Total,10,0,0,0,0,0,0,0,0,
3755,deli cup,M,2023-05-16T00:00:00Z,12,Manure,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3755,deli cup,M,2023-05-16T00:00:00Z,12,Manure,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3755,deli cup,M,2023-05-16T00:00:00Z,12,Manure,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3791,deli cup,M,2023-05-16T00:00:00Z,12,Manure,Corn,Water,Corn,10,0,0,0,0,3,0,0,0,
3791,deli cup,M,2023-05-16T00:00:00Z,12,Manure,Corn,Water,Loose,NA,NA,NA,0,0,3,NA,0,0,
3791,deli cup,M,2023-05-16T00:00:00Z,12,Manure,Corn,Water,Total,10,0,0,0,0,6,0,0,0,
3800,deli cup,M,2023-05-16T00:00:00Z,13,Control_Fertilizer,Corn,JA,Corn,10,0,0,0,0,0,0,0,0,
3800,deli cup,M,2023-05-16T00:00:00Z,13,Control_Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,0,0,
3800,deli cup,M,2023-05-16T00:00:00Z,13,Control_Fertilizer,Corn,JA,Total,10,0,0,0,0,0,0,0,0,
3801,deli cup,M,2023-05-16T00:00:00Z,13,Control_Fertilizer,Corn,Water,Corn,10,0,0,0,0,0,0,0,0,
3801,deli cup,M,2023-05-16T00:00:00Z,13,Control_Fertilizer,Corn,Water,Loose,NA,NA,NA,0,1,0,NA,0,0,
3801,deli cup,M,2023-05-16T00:00:00Z,13,Control_Fertilizer,Corn,Water,Total,10,0,0,0,1,0,0,0,0,
3764,deli cup,M,2023-05-16T00:00:00Z,13,Fertilizer,Corn,JA,Corn,10,0,1,0,0,0,0,0,0,
3764,deli cup,M,2023-05-16T00:00:00Z,13,Fertilizer,Corn,JA,Loose,NA,NA,NA,0,0,0,NA,1,0,
